o_id,name,slug,description,url,retail_price,store,brand,episode,season,show,character,image_cover_picture,image_picture_1,image_picture_2,image_picture_3,type,color,tags,recommended_products
ObjectID(5258331302c82d4ab600000b),"Blue Herringbone Shirt","Blue-Herringbone-Shirt","Blue long-sleeve button-front dress shirt with micro-herringbone self-stripe.","http://www.brooksbrothers.com/Supima®-Cotton-Non-Iron-Regular-Fit-Mini-Herringbone-Luxury-Dress-Shirt/ME00247,default,pd.html?dwvar_ME00247_Color=LTBL&contentpos=4&cgid=men ","120.00","Brooks Brothers","Brooks Brothers",5,5,"White Collar","Jones",,,,,"Shirt","Blue","[ ""White_Collar"", "" Jones"", "" Shirt"" ]",
ObjectID(5258338d02c82d4aaa000010),"Black  Cap-toe Oxford","Black--Cap-toe-Oxford","Black polished leather oxford lace-up with cap-toe brogue detail.","http://www.florsheim.com/shop/style/17067-01.html ","110.00","Florsheim","Florsheim",5,5,"White Collar","Jones",,,,,"Shoes","black",,
ObjectID(525833f702c82d4abc000017),"Heathered Charcoal Suit","Heathered-Charcoal-Suit","Heathered dark charcoal single-breasted suit with 2 buttons and notch collar.","http://www.menswearhouse.com/mens-suits/slim-fit-extra-trim-suits/jhane-barnes-charcoal-tic-slim-fit-suit-373E374E88 ","499.99","Men's Wearhouse","Jhane Barnes",5,5,"White Collar","Clinton Jones",,,,,"Suit","Gray","[ ""White_Collar"", "" Jones"", "" Suit"" ]",
ObjectID(5258345502c82d4aa700000c),"Smooth-top Brown Belt","Smooth-top-Brown-Belt","Sleek brown leather belt with brushed silver buckle.","http://www.menswearhouse.com/mens-clothes/mens-clothing-accessories/mens-belts/joseph-abboud-smooth-top-brown-belt-806Z807Z03 ","39.99","Men's Wearhouse","Joseph Abboud",5,5,"White Collar","Clinton Jones",,,,,"Belt","Brown","[ ""White_Collar"", "" Jones"", "" Belt"" ]",
ObjectID(5258349502c82d4abc000018),"Brown Round-toe Oxfords","Brown-Round-toe-Oxfords","Brown leather lace-up with plain toe styling.","http://bostonian.clarksusa.com/eng/product/reserve/26028756 ","169.99","Bostonian","Bostonian",5,5,"White Collar","Clinton Jones",,,,,"Shoes","Brown","[ ""White_Collar"", "" Jones"", "" Shoes"" ]",
ObjectID(5258ea4402c82d4abc00001b),"Baby Blue Oxford Shirt","Baby-Blue-Oxford-Shirt","Blue birdseye oxford button-front shirt, slim fit.","http://www.paulsmith.co.uk/us-en/shop/mens/formal-shirts/mens-slim-fit-sky-blue-oval-jacquard-shirt.html ","295.00","Paul Smith","Paul Smith",12,5,"White Collar","Neal Caffrey",,,,,"Shirt","Blue",,
ObjectID(5258ea9002c82d4aaa000011),"Oxblood Lace-ups","Oxblood-Lace-ups","Smooth leather five-eye balmoral with perforated square cap toe and trim. Grooved welt and stacked leather sole.","http://www.barneys.com/on/demandware.store/Sites-BNY-Site/default/Product-Show?pid=00505023125827 ","550.00","Barney's New York","Harris",12,5,"White Collar","Neal Caffrey",,,,,"Shoes","Brown","[ ""White_Collar"", "" Neal"", "" Shoes"" ]",
ObjectID(5258eb1102c82d4aad00000b),"Black Fedora","Black-Fedora","Small-brim fur felt fedora.","http://www.porkpiehatters.com/products/the-stingy-by-tomaz-and-williamson ","200.00","J. J. Hat Center","Tomaz and Williamson",12,5,"White Collar","Neal Caffrey",,,,,"Hat","black","[ ""White_Collar"", "" Neal"", "" Hat"" ]",
ObjectID(5258eb6d02c82d4ab600000c),"Blue Heathered Wool Suit","Blue-Heathered-Wool-Suit","Two-piece, two-button blue-grey heathered wool suit.","http://www.paulsmith.co.uk/us-en/shop/mens/suits/the-kensington-slim-fit-sky-blue-suit.html ","1475.00","Paul Smith","Paul Smith",12,5,"White Collar","Neal Caffrey",,,,,"Suit","Blue","[ ""White_Collar"", "" Neal"", "" Suit"" ]",
ObjectID(5259843c02c82d4ab9000011)," Dark Brown Square-toe Wingtip","-Dark-Brown-Square-toe-Wi","Brown leather lace-up wingtip with squared toe.","http://www.florsheim.com/shop/style/12080-200.html ","180.00","Florsheim","Florsheim",1,5,"White Collar","Jones",,,,,"Shoes","Brown","[ ""White_Collar"", "" Jones"", "" Shoes"" ]",
ObjectID(5259910002c82d4abc00001c),"Gray Suede Wingtips","Gray-Suede-Wingtips","Suede wingtips with squared captoe in seve gray.","http://www.magnanni.com/products/208-seve-grey.aspx ","335.00","Magnanni","Magnanni",12,5,"White Collar","Neal Caffrey",,,,,"Shoes","Gray","[ ""White_Collar"", "" Neal"", "" Shoes"" ]",
ObjectID(5259917302c82d4ab9000012),"Woven Leather Belt","Woven-Leather-Belt","Handcrafted braided Italian leather belt with pewter buckle.","http://www.bottegaveneta.com/us/belt_cod46305740ma.html ","480.00","Bottega Veneta","Bottega Veneta",12,5,"White Collar","Neal Caffrey",,,,,"Belt","Brown","[ ""White_Collar"", "" Neal"", "" Belt"" ]",
ObjectID(525991d202c82d4ab600000f),"Cap-toe Balmoral Shoe","Cap-toe-Balmoral-Shoe","Holburn suede cap-toe with 5-eyelet balmoral. Made in England.","http://www.sidmashburn.com/shop/footwear/holburn-suede-sid-mashburn-cap-toe-balmoral.html ","595.00","Sid Mashburn","Sid Mashburn",12,5,"White Collar","Neal Caffrey",,,,,"Shoes","Brown","[ ""White_Collar"", "" Neal"", "" Shoes"" ]",
ObjectID(5259927e02c82d4aa700000d),"Burnished Suede Wingtip","Burnished-Suede-Wingtip","Brogue-trimmed wingtip with panels of suede and burnished leather.","http://shop.nordstrom.com/s/magnanni-rolo-wingtip-online-only/3546775?cm_ven=Linkshare&cm_cat=partner&cm_pla=10&cm_ite=1&siteId=gcdL_ATRVoE-mcI_45g3HEhSxXa.TOBCUw ","395.00","Nordstrom","Magnanni",12,5,"White Collar","Neal Caffrey",,,,,"Shoes","Brown",,
ObjectID(525992d802c82d4aad00000f),"Maroon and Blue Dot Tie","Maroon-and-Blue-Dot-Tie","Lightweight silk woven tie with  maroon and baltic blue dot pattern.","http://www.bluefly.com/Prada-maroon-and-baltic-blue-dot-print-silk-tie/p/326412701/detail.fly?referer=cjunction_3852549_10436858_6972960&partner=Gate_AFF_3852549&c3=cj ","155.00","Bluefly","Prada",12,5,"White Collar","Neal Caffrey",,,,,"Tie","Red",,
ObjectID(5259932a02c82d4aaa000012),"Chocolate Suede Belt","Chocolate-Suede-Belt","Rich brown suede belt with dark silver rounded buckle.","http://www.ferragamo.com/webapp/wcs/stores/servlet/TopCategories_31150_35551#/product/27657/6148914691233376565/539983 ","320.00","Ferragamo","Ferragamo",12,5,"White Collar","Neal Caffrey",,,,,"Belt","Brown","[ ""White_Collar"", "" Neal"", "" Belt"" ]",
ObjectID(5259938b02c82d4ab6000010),"Spazzolato Perforated Lace-ups","Spazzolato-Perforated-Lac","Polished leather lace-ups with geometric perforated pattern.","http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306420993&PRODUCT%3C%3Eprd_id=845524446544256&R=8056733199216&P_name=Prada&N=1686+306420993&bmUID=k6DnYgz ","695.00","Saks 5th Avenue ","Prada",12,5,"White Collar","Neal Caffrey",,,,,"Shoes","Brown",,
ObjectID(525993e702c82d4ab0000017),"White Pinpoint Oxford Shirt","White-Pinpoint-Oxford-Shi","White woven button-front oxford shirt with mother-of-pearl buttons and convertible cuffs.","http://www.jcrew.com/mens_category/shirts/thomasmasonfshirts/PRDOVR~31720/31720.jsp?color_name=white ","148.00","J. Crew","Thomas Mason",12,5,"White Collar","Peter Burke",,,,,"Shirt","White",,
ObjectID(5259945302c82d4aa700000e),"White and blue check dress shirt","White-and-blue-check-dres","White button-front shirt with light blue pinstripe medium check.","http://www.brooksbrothers.com/Supima®-Cotton-Non-Iron-Traditional-Fit-Medium-Check-Dress-Shirt/E266,default,pd.html?dwvar_E266_Color=LTBL&contentpos=50&cgid=0203 ","92.00","Brooks Brothers","Brooks Brothers",12,5,"White Collar","Peter Burke",,,,,"Shirt","White",,
ObjectID(5259949e02c82d4ab0000018),"Brown Calfskin Buckle Belt","Brown-Calfskin-Buckle-Bel","Calfskin belt with silver rounded buckle.","http://www.ralphlauren.com/product/index.jsp?productId=2598199&SiteId=gcdL_ATRVoE-X3m0eqacsni1U9QCrg5ArQ&utm_source=Affiliate&utm_medium=gcdL/ATRVoE ","125.00","Ralph Lauren","Ralph Lauren",12,5,"White Collar","Peter Burke",,,,,"Belt","Brown","[ ""White_Collar"", "" Peter"", "" Belt"" ]",
ObjectID(525994db02c82d4ab6000011),"Captoe Leather Oxfords","Captoe-Leather-Oxfords","Brown leather captoe oxfords with subtle topstitching.","http://www.lordandtaylor.com/webapp/wcs/stores/servlet/en/lord-and-taylor/mens/shoes-14364--1/captoe-leather-oxfords ","109.95","Lord & Taylor","Black Brown 1826",12,5,"White Collar","Peter Burke",,,,,"Shoes","Brown","[ ""White_Collar"", "" Peter"", "" Shoes"" ]",
ObjectID(5259951b02c82d4ab9000013),"Navy Virgin Wool Suit","Navy-Virgin-Wool-Suit","Classic fit wool two-piece two-button suit with straight-leg flat-front trousers and tailored jacket.","http://us.burberry.com/classic-fit-virgin-wool-suit-p37996501 ","1195.00","Burberry","Burberry",12,5,"White Collar","Peter Burke",,,,,"Suit","Blue",,
ObjectID(5259958502c82d4aad000010),"Grey Henley  Tee","Grey-Henley--Tee","Slate grey long-sleeve 3-button henley.
","http://www.jcrew.com/mens_category/polostees/layering/PRDOVR~58202/58202.jsp ","39.50","J. Crew","J. Crew",12,5,"White Collar","Peter Burke",,,,,"Shirt","Gray",,
ObjectID(525996a902c82d4aad000011),"Faded Straight Leg Jeans","Faded-Straight-Leg-Jeans","Straight fit jeans in distressed mid-weight denim.","http://us.levi.com/product/index.jsp?productId=10932150&&cp=3146842.3146854.3691994 ","44.00","Levi's","Levi's",12,5,"White Collar","Peter Burke",,,,,"jean","Blue",,
ObjectID(5259972002c82d4aaa000014),"Beaded Pinstripe Charcoal Suit","Beaded-Pinstripe-Charcoal","Two-piece, two-button charcoal suit with double dotted blue pinstripes.","http://www.lastcall.com/p/Hickey-Freeman-Lindsey-Beaded-Pinstripe-2-Piece-Suit-Medium-Gray/prod19120076/?ecid=LCALRFeed%5BINSERT_11_DIGIT_SITEID_HERE%5D ","419.30","Neiman Marcus","Hickey Freeman",12,5,"White Collar","Peter Burke",,,,,"Suit","Gray","[ ""White_Collar"", "" Peter"", "" Suit"" ]",
ObjectID(5259976a02c82d4aad000012),"Black ""Hutchins"" Cap-toed Oxfords","Black-""Hutchins""-Cap-toed","Black French calfskin cap-toe oxford with full leather linings.","http://www.johnstonmurphy.com/product.aspx?c=1215&color=Black&sc=1215&pid=85503 ","250.00","Johnston & Murphy","Johnston & Murphy",12,5,"White Collar","Peter Burke",,,,,"Shoes","black",,
ObjectID(525997ae02c82d4ab6000012),"Favorite Ribbed Tank","Favorite-Ribbed-Tank","Lightly ribbed cotton modal tank with scoop neck.","http://www.vince.com/tees+tanks/favorite-tank/invt/vnvr56280551&bklist=icat,4,shop,women,wteestanks ","48.00","Vince","Vince",12,5,"White Collar","Elizabeth Burke",,,,,"Tank","White",,
ObjectID(5259980302c82d4aaa000015),"Amanda Skinny Jeans","Amanda-Skinny-Jeans","Mid-rise skinny jeans in medium dark wash, fitted silhouette from ankle to hip.","http://www.dl1961.com/p-663-amanda-moscow-women-skinny-jeans.aspx ","178.00","DL 1961","DL 1961",12,5,"White Collar","Elizabeth Burke",,,,,"jean","Blue","[ ""White_Collar"", "" Elizabeth"", "" Jeans"" ]",
ObjectID(5259984002c82d4ab0000019),"Taupe Ballet Flats","Taupe-Ballet-Flats","Taupe leather ballet flats with elastic rim.","http://www.yosisamra.com/women/classic-ballet-flats/samara-flat-leather.html ","66.00","Yosi Samra","Yosi Samra",12,5,"White Collar","Elizabeth Burke",,,,,"Shoes","Tan",,
ObjectID(525998a302c82d4aad000015),"Uniform Work Pant","Uniform-Work-Pant","Wrinkle-resistant classic uniform work pants.","http://www.dickies.com/mens-clothing/mens-pants/Original-874reg-Work-Pant-874.jsp ","23.99","Dickies","Dickies",12,5,"White Collar","Mozzie",,,,,"Pants","Blue",,
ObjectID(525998e402c82d4aaa000018),"Wide Black Leather Belt","Wide-Black-Leather-Belt","Basic black leather belt with silver nickel harness buckle.","http://www.gap.com/browse/product.do?cid=5135&vid=1&pid=600175002 ","29.95","Gap","Gap",12,5,"White Collar","Mozzie",,,,,"Belt","black",,
ObjectID(5259993202c82d4abc00001e),"Plum Twill 5-Pocket Pant","Plum-Twill-5-Pocket-Pant","Dark aubergine straight-leg cotton jeans with five-pocket styling.","http://couture.zappos.com/vince-colored-twill-five-pocket-pant-plum?zlfid=2 ","119.99","Zappos Couture","Vince",12,5,"White Collar","Mozzie",,,,,"Pants","Purple","[ ""White_Collar"", "" Mozzie"", "" Pants"" ]",
ObjectID(525999a502c82d4aa700000f),"Indigo Skinny Jeans","Indigo-Skinny-Jeans","Dark wash tapered midrise skinny jeans.","http://www.paigeusa.com/skyline-ankle-peg-galileo/d/400002178_c_206 ","199.00","Paige","Paige",12,5,"White Collar","Diana Barrigan",,,,,"jean","Blue",,
ObjectID(52599a0002c82d4ab9000015),"Blue Silk Pullover Blouse","Blue-Silk-Pullover-Blouse","Pale blue silk pullover V-neck long-sleeve blouse with two breast pockets.","http://www.joie.com/joie/tops/solid/marlo-top-bluestone ","218.00","Joie","Joie",12,5,"White Collar","Diana Barrigan",,,,,"Shirt","Blue","[ ""White_Collar"", "" Diana"", "" Shirt"" ]",
ObjectID(52599a5102c82d4abc00001f),"Black Suede Ankle Boot","Black-Suede-Ankle-Boot","Black suede ankle boot with inside zipper.  Light wood sole and 3 inch stacked heel.","http://www.albertofermaniusa.com/Diva-Ankle%20Boot-Nero ","445.00","Alberto Fermani","Alberto Fermani",12,5,"White Collar","Diana Barrigan",,,,,"Shoes","black",,
ObjectID(52599aab02c82d4ab9000018),"Leather Sleeve Blazer","Leather-Sleeve-Blazer","Grey wool flannel with black leather sleeves and diagonal zip pockets.","http://www.bergdorfgoodman.com/p/Michael-Kors-Leather-Sleeve-Blazer/prod87550120/?ecid=BGALRgcdL/ATRVoE&ci_src=14110925&ci_sku=prod87550120skuCHARCOAL ","1895.00","Bergdorf Goodman","Michael Kors",12,5,"White Collar","Diana Barrigan",,,,,"Jacket","black","[ ""White_Collar"", "" Diana"", "" Jacket"" ]",
ObjectID(52599b2a02c82d4abc000022),"Waxed Panel Black Jeans","Waxed-Panel-Black-Jeans","Black skinny stretch denim with leather panels and front zip pockets.","http://3x1.us/shop-women/wrap-zip-skinny-black-coated-jean/ ","265.00","3 X 1","3 X 1",12,5,"White Collar","Diana Barrigan",,,,,"Pants","black","[ ""White_Collar"", "" Diana"", "" Pants"" ]",
ObjectID(52599b7202c82d4aad000018),"Knee High Newbury Boots","Knee-High-Newbury-Boots","Leather knee high boots with stacked heel and partial back-zip.","http://www.shopbop.com/knee-high-newbury-boot-rag/vp/v=1/1586794960.htm?extid=affprg-3852549 ","695.00","Shopbop","Rag & Bone",12,5,"White Collar","Diana Barrigan",,,,,"Shoes","black","[ ""White_Collar"", "" Diana"", "" Shoes"" ]",
ObjectID(5259d01302c82d4aad00001c),"Plum Silk V-Neck Top","Plum-Silk-V-Neck-Top","Aubergine silk deep V-neck pullover  sleeveless blouse.","http://www.stylebop.com/product_details.php?id=489568&campaign=affiliate/linkshare/uk/&utm_source=affiliate&utm_medium=linkshare&utm_campaign=adsuk&siteID=gcdL_ATRVoE-PNs43pWRkiIXs3qzPyyRtA ","245.00","Stylebop","A. L. C.",12,5,"White Collar","Diana Barrigan",,,,,"Tank","Purple","[ ""White_Collar"", "" Diana"", "" Tank"" ]",
ObjectID(5259d06d02c82d4aa7000011),"Gold and Black Pointed-toe Pump","Gold-and-Black-Pointed-to","Black leather pointed-toe pump with  gold trim on heel.
","http://www1.bloomingdales.com/shop/product/pour-la-victoire-pointed-toe-pumps-camrin-high-heel?ID=791146&LinkshareID=gcdL_ATRVoE-B2ZvNjuREKuYyvyXTbQ.Zw&PartnerID=LINKSHARE&cm_mmc=LINKSHARE-_-n-_-n-_-n ","265.00","Bloomingdales","Pour La Victoire",12,5,"White Collar","Diana Barrigan",,,,,"Shoes","black",,
ObjectID(5259d0bf02c82d4ab300000b),"Lavender Dress Shirt","Lavender-Dress-Shirt","Lavender heathered button-front long-sleeve cotton dress shirt.
","http://www.lordandtaylor.com/webapp/wcs/stores/servlet/en/lord-and-taylor/mens/MensShirts/classic-fit-cotton-dress-shirt-0113-b7s3we1110ea--1 ","19.99","Lord & Taylor","Black Brown 1826",12,5,"White Collar","Clinton Jones",,,,,"Shirt","Purple",,
ObjectID(5259d13e02c82d4aad00001d),"Black Bevelled-Edge Belt","Black-Bevelled-Edge-Belt","Black leather belt with topstitching, bevelled edge, and silver buckle.","http://www.ralphlauren.com/product/index.jsp?productId=22737946&cp=1760781.2877586&view=all&omniselect=View_All99&parentPage=family ","85.00","Ralph Lauren","Ralph Lauren",12,5,"White Collar","Clinton Jones",,,,,"Belt","black","[ ""White_Collar"", "" Jones"", "" Belt"" ]",
ObjectID(5259d18802c82d4aa7000012),"Black Square-toe Lace-ups","Black-Square-toe-Lace-ups","Black waterproof calfskin lace-up with square moccasin toe, topstitching and seams down sides.","http://www.johnstonmurphy.com/product.aspx?c=1215&color=Black&sc=1215&pid=83567 ","165.00","Johnston & Murphy","Johnston & Murphy",12,5,"White Collar","Clinton Jones",,,,,"Shoes","black",,
ObjectID(5259d20802c82d4ab000001a),"Black Movie Suit","Black-Movie-Suit","Black two-piece comfort-fit suit in Super 100 virgin wool.","http://store-us.hugoboss.com/boss/pasolini-movie-classic-fit-virgin-wool-suit/hbna50229481,en_US,pd.html&cgid=001039-1#!i%3D4%26color%3D001_Black ","795.00","Hugo Boss","Hugo Boss",12,5,"White Collar","Clinton Jones",,,,,"Suit","black","[ ""White_Collar"", "" Jones"", "" Suit"" ]",
ObjectID(5259d25302c82d4abc000023),"Grey Pencil Stripe Dress Shirt","Grey-Pencil-Stripe-Dress-","Woven twill dress shirt with grey pencil stripes.","http://www.brooksbrothers.com/Egyptian-Cotton-Regular-Fit-Twill-Pencil-Stripe-Luxury-Dress-Shirt/ME01090,default,pd.html?dwvar_ME01090_Color=GREY&contentpos=66&cgid=Mens_sale_category&cmp=AFC_LS_gcdL/ATRVoE_256101&siteID=gcdL_ATRVoE-VbeVTsWj7ya9hLzOdl6_ag ","84.00","Brooks Brothers","Brooks Brothers",12,5,"White Collar","Clinton Jones",,,,,"Shirt","White","[ ""White_Collar"", "" Jones"", "" Shirt"" ]",
ObjectID(5259d2ba02c82d4ab6000013),"Heathered Charcoal Suit","Heathered-Charcoal-Suit","Heathered dark charcoal single-breasted suit with 2 buttons and notch collar.","http://www.menswearhouse.com/mens-suits/slim-fit-extra-trim-suits/jhane-barnes-charcoal-tic-slim-fit-suit-373E374E88 ","499.99","Men's Wearhouse","Jhane Barnes",12,5,"White Collar","Clinton Jones",,,,,"Suit","Gray",,
ObjectID(5259d32902c82d4aa7000013),"Blue and White Striped Dress Shirt","Blue-and-White-Striped-Dr","Long-sleeve dress shirt in medium blue  dotted with white pinstripes.
","http://www.brooksbrothers.com/Supima®-Cotton-Non-Iron-Slim-Fit-End-on-End-Ground-Stripe-Dress-Shirt/400Q,default,pd.html?dwvar_400Q_Color=BLUE&contentpos=11&cgid=0203 ","92.00","Brooks Brothers","Brooks Brothers",12,5,"White Collar","Clinton Jones",,,,,"Shirt","Blue",,
ObjectID(5259d3ae02c82d4ab300000c),"Oxblood Round-toe Lace-up Oxfords","Oxblood-Round-toe-Lace-up","Oxblood oxfords with heavy sole and smooth rounded toe.","http://www.florsheim.com/shop/style/13108-200.html","140.00","Florsheim","Florsheim",12,5,"White Collar","Clinton Jones",,,,,"Shoes","Brown","[ ""White_Collar"", "" Jones"", "" Shoes"" ]",
ObjectID(5259d41102c82d4ab9000019),"Grey Microcheck Suit","Grey-Microcheck-Suit","Two-piece two-button light grey micro check nailhead  suit with notched collar, double vents, and flat-front trousers.","http://www.brooksbrothers.com/Cambridge-Saxxon™-1818-Suit/MK00127,default,pd.html?dwvar_MK00127_Color=MDGY&contentpos=103&cgid=0216&cmp=AFC_LS_gcdL/ATRVoE_256101&siteID=gcdL_ATRVoE-rWPtnajQWCTb7P63docytg ","1098.00","Brooks Brothers","Brooks Brothers",12,5,"White Collar","Clinton Jones",,,,,"Suit","Gray","[ ""White_Collar"", "" Jones"", "" Suit"" ]",
ObjectID(5259d47902c82d4ab300000d),"Dark Brown Square-toe Wingtip","Dark-Brown-Square-toe-Win","Brown leather lace-up wingtip with squared toe.","http://www.florsheim.com/shop/style/12080-200.html ","180.00","Florsheim","Florsheim",12,5,"White Collar","Clinton Jones",,,,,"Shoes","Brown","[ ""White_Collar"", "" Jones"", "" Shoes"" ]",
ObjectID(5259d4bc02c82d4aaa000019),"Smooth-top Brown Belt","Smooth-top-Brown-Belt","Sleek brown leather belt with brushed silver buckle.","http://www.menswearhouse.com/mens-clothes/mens-clothing-accessories/mens-belts/joseph-abboud-smooth-top-brown-belt-806Z807Z03 ","39.99","Men's Wearhouse","Joseph Abboud",12,5,"White Collar","Clinton Jones",,,,,"Belt","Brown","[ ""White_Collar"", "" Jones"", "" Belt"" ]",
ObjectID(5259d50602c82d4ab300000e),"Navy Birdseye Suit","Navy-Birdseye-Suit","Navy with light blue birdseye 2-piece suit, single-breasted, with two buttons, notched collar, and double vent.","http://www1.macys.com/shop/product/donald-j-trump-suit-navy-texture-solid?ID=880225&CategoryID=17788&LinkType=#fn=BRAND%3DDonald%20J.%20Trump%26COLOR%3DBlue%26sp%3D1%26spc%3D1%26ruleId%3D78%26slotId%3D1","269.99","Macys","Donald Trump",12,5,"White Collar","Clinton Jones",,,,,"Suit","Blue","[ ""White_Collar"", "" Jones"", "" Suit"" ]",
ObjectID(5259d55c02c82d4ab900001a),"White French-Cuff Dress Shirt","White-French-Cuff-Dress-S","White cotton button-front dress-shirt.","http://www.brooksbrothers.com/Supima®-Cotton-Non-Iron-Slim-Fit-Ainsley-French-Cuff-Dress-Shirt/110Q,default,pd.html?dwvar_110Q_Color=WHIT&contentpos=2&cgid=0203 ","92.00","Brooks Brothers","Brooks Brothers",12,5,"White Collar","Clinton Jones",,,,,"Shirt","White","[ ""White_Collar"", "" Jones"", "" Shirt"" ]",
ObjectID(5259d5cd02c82d4ab6000017),"Ribbed Crewneck Sweater","Ribbed-Crewneck-Sweater","Grey and white weave pullover crewneck sweater with ribbed panels and contrasting sideway striations.","https://mpatmos.com/product/9/13/2278/14932/ ","325.00","M. Patmos","M. Patmos",12,5,"White Collar","Rebecca",,,,,"Sweater","Gray",,
ObjectID(5259d69302c82d4ab3000010),"Black Jersey Tank","Black-Jersey-Tank","Slim, fitted scoop neck tank.","http://www.jamesperse.com/women/tops/tanks/long-jersey-tank/viewProduct.do?productId=prod1640071&categoryId=cat40009 ","50.00","James Perse","James Perse",12,5,"White Collar","Rebecca",,,,,"Tank","black",,
ObjectID(5259d6dd02c82d4aa7000014),"Midrise Super Skinny Jeans","Midrise-Super-Skinny-Jean","Dark wash midrise super skinny legging jeans.","http://www.jbrandjeans.com/store/productdetails.aspx?productid=3512&colorid=7792","191.00","J Brand","J Brand",12,5,"White Collar","Rebecca",,,,,"jean","Blue","[ ""White_Collar"", "" Rebecca"", "" Jeans"" ]",
ObjectID(525f6c2002c82d7a9500000e),"Captoe Leather Oxfords","Captoe-Leather-Oxfords","Brown leather captoe oxfords with subtle topstitching.","http://www.lordandtaylor.com/webapp/wcs/stores/servlet/en/lord-and-taylor/mens/shoes-14364--1/captoe-leather-oxfords ","109.95","Lord & Taylor","Black Brown 1826",1,5,"White Collar","Peter Burke",,,,,"Shoes","Brown","[ ""White_Collar"", "" Peter"", "" Shoes"" ]",
ObjectID(525f6c6602c82d7a8c00000f),"Tan Lace-up Desert Boot","Tan-Lace-up-Desert-Boot","Caramel suede lace-up desert boot with stitching around sole.","http://www.jcrew.com/mens_category/shoes/casualbootschukkas/PRDOVR~30442/30442.jsp?color_name=dark-khaki ","190.00","J. Crew","J. Crew",1,5,"White Collar","Mozzie",,,,,"Shoes","Brown","[ ""White_Collar"", "" Mozzie"", "" Shoes"" ]",
ObjectID(525f6cad02c82d7a98000013),"Brown Leather Lace-up Hightop Boots","Brown-Leather-Lace-up-Hig","Brown leather sports shoe with seam detail around toe.","http://blackstoneshoes.com/shop/cm14/","299.00","Blackstone Shoes","Blackstone Shoes",1,5,"White Collar","Mozzie",,,,,"Shoes","Brown","[ ""White_Collar"", "" Mozzie"", "" Shoes"" ]",
ObjectID(525f6d1a02c82d1255000004),"Gray Blazer","Gray-Blazer","Gray birdseye one-button blazer with peaked collar.","http://shop.nordstrom.com/s/boss-hugo-boss-jadena-jacket/3586780?cm_ven=Linkshare&cm_cat=partner&cm_pla=10&cm_ite=1&siteId=gcdL_ATRVoE-A1XL.0d.92mYh4RSbCqaFA ","575.00","Nordstrom","Hugo Boss",1,5,"White Collar","Diana Barrigan",,,,,"Jacket","Gray","[ ""White_Collar"", "" Diana"", "" Jacket"" ]",
ObjectID(525f6d4802c82d7a98000014),"Black Slacks","Black-Slacks","Black maternity slacks.","http://www.slacksandco.com/shop/product/127/new-york-classic-pants?color=Black ","128.61","Slacks & Co.","Slacks & Co.",1,5,"White Collar","Diana Barrigan",,,,,"Pants","black","[ ""White_Collar"", "" Diana"", "" Pants"" ]",
ObjectID(525f6db102c82d7a98000018),"Gold Bar Pendant Necklace","Gold-Bar-Pendant-Necklace","Gold horizontal bar pendant with small off-center diamond on gold chain.
","http://www.neimanmarcus.com/Jennifer-Zeuner-Bar-Pendant-Necklace/prod143160109_cat43200880__/p.prod?icid=&searchType=EndecaDrivenCat&rte=%252Fcategory.service%253FitemId%253Dcat43200880%2526pageSize%253D120%2526No%253D360%2526Ns%253DPCS_SORT%2526refinements%253D&eItemId=prod143160109&cmCat=product ","220.00","Neiman Marcus","Jennifer Zeuner",1,5,"White Collar","Diana Barrigan",,,,,"Necklace","Gold","[ ""White_Collar"", "" Diana"", "" Necklace"" ]",
ObjectID(525f6e2a02c82d7a95000012),"Turquoise and Gold Ring","Turquoise-and-Gold-Ring","18K yellow gold ring with round turquoise stone.","http://www.saksfifthavenue.com/main/ProductDetail.jsp?FOLDER%3C%3Efolder_id=2534374306418144&PRODUCT%3C%3Eprd_id=845524446545365&R=8032762183754&P_name=Marco+Bicego&N=306418144+4294929608&bmUID=k76kEGf ","505.00","Saks 5th Avenue ","Marco Bicego",1,5,"White Collar","Diana Barrigan",,,,,"Ring","Turquoise","[ ""White_Collar"", "" Diana"", "" Ring"" ]",
ObjectID(525f6e7002c82d7a9e000014),"Gold Hammered Ring","Gold-Hammered-Ring","Hammered 22K yellow gold thin band.","http://www.barneys.com/on/demandware.store/Sites-BNY-Site/default/Product-Show?pid=00505022491121&cgid=BARNEYS&index=21 ","750.00","Barney's New York","Malcolm Betts",1,5,"White Collar","Diana Barrigan",,,,,"Ring","Gold","[ ""White_Collar"", "" Diana"", "" Ring"" ]",
ObjectID(5268150702c82d4d58000001),"Black Fedora","Black-Fedora","Small-brim fur felt fedora.","http://www.porkpiehatters.com/products/the-stingy-by-tomaz-and-williamson  ","200.00","J. J. Hat Center","Tomaz and Williamson",1,5,"White Collar","Neal Caffrey",,,,,"Hat","black","[ ""White_Collar"", "" Neal"", "" Hat"" ]",
